"Costeo","Nombre","Cliente","Estado","Nombre del Comercial","Margen Ponderado","Creado en","Acciones","Id."
"COS-0012930","UNIFORME VENDEDORES BONICE","GRUPO QUALA","Generada Cotización","Pilar Gómez",19.17,"10/04/2026 15:24","Duplicar Costeo","83150540"
"COS-0012929","DOTACION TRAFICO DE PASAJEROS","AEROSAN S.A.S.","Generada Cotización","Paola Manrique",23.55,"10/04/2026 14:09","Duplicar Costeo","83147672"
"COS-0012928","prueba","TALMA COLOMBIA","Generada Cotización","Cesar Pinzón",44.44,"10/04/2026 10:35","Duplicar Costeo","83139637"
"COS-0012927","CHALECO SERFINANZA ABRIL  2026","MOLT","Generada Cotización","Xiomara Aranda Perea",16.67,"09/04/2026 15:37","Duplicar Costeo","83084739"
"COS-0012926","MUETRAS REPSOL ABRIL  2026","MOLT","Generada Cotización","Luis Guzman",23.08,"09/04/2026 15:30","Duplicar Costeo","83084466"
"COS-0012925","CAMISETAS TIPO POLOS ROJA CORRAL EL GOURMET ABRIL2026","NUTRESA","Generada Cotización","Luis Guzman",9.09,"09/04/2026 14:29","Duplicar Costeo","83081968"
"COS-0012924","Camisas clima calido / pedido","Eco Tech Engineering sas","Generada Cotización","Frank Sanchez",34.21,"09/04/2026 12:43","Duplicar Costeo","83077283"
"COS-0012923","PRENDAS  REPSOL ABRIL  2026","MOLT","Generada Cotización","Xiomara Aranda Perea",23.08,"09/04/2026 9:28","Duplicar Costeo","83069453"
"COS-0012922","Conjunto antifluidos / Gloria","Droguería Gloria","Generada Cotización","Frank Sanchez",52.38,"08/04/2026 17:31","Duplicar Costeo","83018959"
"COS-0012921","CHALECOS / SASTRES TALMA","TALMA COLOMBIA","Creado","Frank Sanchez",20.95,"08/04/2026 15:43","Solicitar Revisión / Aprobado","83013640"
"COS-0012920","DOTACION OPERATIVA LOGISTICA  361 ABRIL 2026","MOLT","Generada Cotización","Xiomara Aranda Perea",19.08,"08/04/2026 15:39","Duplicar Costeo","83012888"
"COS-0012919","CHAQUETA  ROMPEVIENTOS  OPERATIVA YUNEX ABRIL 2026","Yunex","Generada Cotización","Xiomara Aranda Perea",23.08,"08/04/2026 13:19","Duplicar Costeo","83008556"
"COS-0012918","Prendas  Exxe Logistica 2  Abril  2026","Exxe Logística","Creado","Xiomara Aranda Perea",21.77,"08/04/2026 12:53","Solicitar Revisión / Aprobado","83007678"
"COS-0012917","MUESTRAS EVOK NUTRESA  ABRIL 2026","NUTRESA","Generada Cotización","Luis Guzman",23.08,"08/04/2026 12:16","Duplicar Costeo","83006625"
"COS-0012916","DOTACION AGRICOLA HIMALAYA ABRIL 2026","MOLT","Generada Cotización","Xiomara Aranda Perea",14.91,"08/04/2026 11:58","Duplicar Costeo","83005801"
"COS-0012915","DELANTAL JARDINERA","AECSA","Generada Cotización","Xiomara Aranda Perea",13.04,"08/04/2026 9:16","Duplicar Costeo","82998877"
"COS-0012914","Corp BBT (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",20.0,"08/04/2026 8:50","Duplicar Costeo","82997149"
"COS-0012913","COTIZACION  PRENDAS  NUEVA IMAGEN  ABRIL 2026","NUTRESA","Generada Cotización","Luis Guzman",24.16,"08/04/2026 8:27","Duplicar Costeo","82995175"
"COS-0012912","OVEROLES IGNIFUGOS T.S.O ABRIL 2026","MOLT","Generada Cotización","Xiomara Aranda Perea",20.0,"07/04/2026 14:43","Duplicar Costeo","82944007"
"COS-0012911","MUESTRAS  LICITACIOM ALPINA ABRIL  2026","ALPINA","Creado","Xiomara Aranda Perea",23.08,"07/04/2026 13:39","Solicitar Revisión / Aprobado","82941772"
"COS-0012910","DOTACION TRAFICO DE PASAJEROS","AEROSAN S.A.S.","Creado","Paola Manrique",23.53,"07/04/2026 12:25","Solicitar Revisión / Aprobado","82939356"
"COS-0012909","CHAQUETA LAMINADA abril  2026","Yunex","Creado","Xiomara Aranda Perea",20.0,"07/04/2026 12:15","Solicitar Revisión / Aprobado","82939027"
"COS-0012908","Prendas  Exxe Logistica Abril  2026","Exxe Logística","Generada Cotización","Xiomara Aranda Perea",18.53,"07/04/2026 10:32","Duplicar Costeo","82935146"
"COS-0012907","DOTACIÓN BANCO DE LA REPUBLICA","BANCO DE LA REPUBLICA - NIT 860.005.216-7","Generada Cotización","Mateo Herrera",26.96,"07/04/2026 9:55","Duplicar Costeo","82933124"
"COS-0012906","Muestras conjuntos Colimpia (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",21.88,"06/04/2026 17:42","Duplicar Costeo","82880025"
"COS-0012905","Prendas  Ramada (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",21.88,"06/04/2026 17:18","Duplicar Costeo","82879511"
"COS-0012904","JEAN PRUEBA","MOLT","Creado","Xiomara Aranda Perea",44.44,"06/04/2026 15:38","Solicitar Revisión / Aprobado","82876192"
"COS-0012903","Dotación Operativa 2026","Aceros Arequipa","Generada Cotización","Angela Jaramillo",23.11,"06/04/2026 15:16","Duplicar Costeo","82875222"
"COS-0012902","Conjunto antifluidos talla grandes","Droguería Gloria","Creado","Frank Sanchez",32.43,"06/04/2026 14:13","Solicitar Revisión / Aprobado","82872988"
"COS-0012901","PRENDAS  ADMINISTRATIVAS   CLINICA  PALERMO","Clínica  Palermo","Creado","Xiomara Aranda Perea",17.54,"06/04/2026 11:29","Solicitar Revisión / Aprobado","82867752"
"COS-0012900","Facturación jeans Fastenal - Super 99 (PA)","Molt Panamá (PA)","Creado","Simón Román",13.04,"06/04/2026 10:48","Solicitar Revisión / Aprobado","82866324"
"COS-0012899","Alianza Comercial Dotacion 2026","Recaudos Bogota","Generada Cotización","Paola Manrique",20.0,"06/04/2026 10:43","Duplicar Costeo","82866077"
"COS-0012898","Chaquetas personalizadas","GALGO","Generada Cotización","Frank Sanchez",21.02,"06/04/2026 10:39","Duplicar Costeo","82865867"
"COS-0012897","Muestras camisetas JH","Joe Hawkins","Generada Cotización","Simón Román",35.48,"06/04/2026 10:18","Duplicar Costeo","82864413"
"COS-0012896","Muestra Antifluido Verde  Aecsa Abril 2026","AECSA","Generada Cotización","Xiomara Aranda Perea",20.0,"01/04/2026 16:00","Duplicar Costeo","82719943"
"COS-0012895","Pedido  Dotación Operativa Servilima Abril  2026","SERVILIMA S A S","Generada Cotización","Xiomara Aranda Perea",13.22,"01/04/2026 14:37","Duplicar Costeo","82715994"
"COS-0012894","Contra Oferta Alianza Comercial Dotacion 2026","Recaudos Bogota","Generada Cotización","Paola Manrique",14.44,"01/04/2026 8:00","Duplicar Costeo","82699568"
"COS-0012893","DOTACION APERTURAS , INGRESOS  Y REPOSICIONES  NUEVA IMAGEN  ABRIL 2026","NUTRESA","Generada Cotización","Luis Guzman",24.21,"01/04/2026 7:42","Duplicar Costeo","82698180"
"COS-0012892","LICITACION CORONA 2025","Corona S.A.","Creado","Pilar Gómez",23.08,"31/03/2026 18:33","Solicitar Revisión / Aprobado","82663953"
"COS-0012891","PEDIDO STOCK BOGOTA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",23.08,"31/03/2026 16:38","Duplicar Costeo","82656201"
"COS-0012890","PEDIDO STOCK BOGOTA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",23.08,"31/03/2026 16:17","Duplicar Costeo","82655190"
"COS-0012889","PEDIDO DOTACION  PRENDAS  ROLDA ABRIL 2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",18.98,"31/03/2026 15:55","Duplicar Costeo","82654626"
"COS-0012888","PEDIDO STOCK BOGOTA ABRIL 2026","SITARA","Creado","Geraldine Ruiz",23.08,"31/03/2026 15:44","Solicitar Revisión / Aprobado","82654190"
"COS-0012887","PEDIDO STOCK BOGOTA ABRIL 2026","SITARA","Creado","Geraldine Ruiz",23.08,"31/03/2026 15:43","Solicitar Revisión / Aprobado","82654089"
"COS-0012886","Girag 2026 (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",18.03,"31/03/2026 15:09","Duplicar Costeo","82652032"
"COS-0012885","MUESTRAS FISICAS","KERALTY","Generada Cotización","Pilar Gómez",18.14,"31/03/2026 13:25","Duplicar Costeo","82646691"
"COS-0012884","APERTURAS , INGRESOS Y REPOSICIONES  NUEVA IMAGEN HEC MARZO 2026","NUTRESA","Aprobado","Luis Guzman",22.51,"31/03/2026 9:52","Generar Cotización","82639003"
"COS-0012883","NUEVA DOTACION INTERRAPIDISIMO ABRIL 2026","INTERRAPIDISIMO S A","Generada Cotización","Xiomara Aranda Perea",23.1,"31/03/2026 9:16","Duplicar Costeo","82637257"
"COS-0012882","MESA DE AYUDA","MAXIALIMENTOS","Generada Cotización","Geraldine Ruiz",21.54,"30/03/2026 16:48","Duplicar Costeo","82585444"
"COS-0012881","DOTACION INGRESOS Y REPOSICIONES  LEÑOS Y CARBON MARZO 2026","NUTRESA","Creado","Luis Guzman",23.05,"30/03/2026 16:42","Solicitar Revisión / Aprobado","82584051"
"COS-0012881","TALLAS GRANDES SAI INGRESOS  LEÑOS Y CARBON MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",23.05,"30/03/2026 16:41","Duplicar Costeo","82583889"
"COS-0012880","PRENDAS  APROBADAS NUTRESA CR Y PA","GRUPO NUTRESA","Creado","Simón Román",11.55,"30/03/2026 13:56","Solicitar Revisión / Aprobado","82577739"
"COS-0012879","DOTACION OPERATIVA  EMI  ENERO  2026","Grupo EMI","Generada Cotización","Miguel Gutierrez",18.24,"30/03/2026 13:24","Duplicar Costeo","82573221"
"COS-0012879","DOTACION OPERATIVA  EMI  ENERO  2026","Grupo EMI","Creado","Miguel Gutierrez",19.12,"30/03/2026 13:23","Solicitar Revisión / Aprobado","82573168"
"COS-0012878","DOTACION INGRESOS Y REPOSICIONES  LEÑOS Y CARBON MARZO 2026","NUTRESA","Creado","Luis Guzman",23.05,"30/03/2026 12:12","Solicitar Revisión / Aprobado","82570364"
"COS-0012877","Fastenal - Ensa 2026 (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",21.25,"30/03/2026 11:56","Duplicar Costeo","82569912"
"COS-0012876","DOTACION OPERATIVA","AEROSAN S.A.S.","Generada Cotización","Pilar Gómez",33.09,"29/03/2026 18:48","Duplicar Costeo","82524713"
"COS-0012875","DOTACION INGRESOS Y REPOSICIONES CORRAL EL GOURMET  MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",19.82,"29/03/2026 10:01","Duplicar Costeo","82520897"
"COS-0012874","DOTACION INGRESOS Y REPOSICIONES  PAPA JHONS MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",22.75,"28/03/2026 11:35","Duplicar Costeo","82496746"
"COS-0012873","DOTACION INGRESOS PAPA JHONS  MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",22.75,"28/03/2026 11:22","Duplicar Costeo","82495472"
"COS-0012872","DOTACION INGRESOS Y REPOSICIONES BEER STATION MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",18.94,"28/03/2026 10:24","Duplicar Costeo","82492851"
"COS-0012871","DOTACION INGRESOS Y REPOSICIONES  LEÑOS Y CARBON MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",23.05,"28/03/2026 7:45","Duplicar Costeo","82485889"
"COS-0012870","CHAQUETA  DOMICILIARIO HEC. INGRESOS  MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",31.51,"28/03/2026 7:16","Duplicar Costeo","82484376"
"COS-0012869","CAMISAS Y BLUSAS CLARO ABRIL 2026","CLARO COLOMBIA","Generada Cotización","Pilar Gómez",31.51,"27/03/2026 14:30","Duplicar Costeo","82450697"
"COS-0012868","PEDIDO CAMISAS CHENEME MOTOS  GRUPO A  TALLAS GRANDES MARZO  2026","Grupo A","Generada Cotización","Xiomara Aranda Perea",23.08,"27/03/2026 13:55","Duplicar Costeo","82449654"
"COS-0012867","DELANTAL TINTO  DRIL CORRAL  HEC NUEVA IMAGEN MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",-4.17,"27/03/2026 12:32","Duplicar Costeo","82447753"
"COS-0012866","PEDIDO STOCK BOGOTA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",23.08,"26/03/2026 23:43","Duplicar Costeo","82419908"
"COS-0012865","PEDIDO STOCK BARRANCA SITARA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",21.79,"26/03/2026 23:15","Duplicar Costeo","82418974"
"COS-0012864","PEDIDO STOCK BARRANCA SITARA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",22.31,"26/03/2026 22:57","Duplicar Costeo","82418502"
"COS-0012863","PEDIDO STOCK BARRANCA SITARA ABRIL 2026","SITARA","Generada Cotización","Geraldine Ruiz",29.69,"26/03/2026 22:27","Duplicar Costeo","82410548"
"COS-0012862","LICITACION PRENDAS SEGURIDAD   CANAL PANAMA  MARZO 2026","Molt Panamá (PA)","Creado","Xiomara Aranda Perea",25.93,"26/03/2026 16:24","Solicitar Revisión / Aprobado","82401202"
"COS-0012861","MATERNAS  OMNITEMPUS  MARZO  2026","OMNITEMPUS","Generada Cotización","Geraldine Ruiz",24.81,"26/03/2026 15:45","Duplicar Costeo","82396664"
"COS-0012860","Dotación Terpel Septiembre 2024  Licitación actualización","Organización Terpel SA (Terpel)","Creado","Santiago Barriga",18.36,"26/03/2026 14:24","Solicitar Revisión / Aprobado","82392925"
"COS-0012859","DELANTAL DRIL CORRAL  HEC NUEVA IMAGEN MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",0.0,"26/03/2026 14:23","Duplicar Costeo","82392909"
"COS-0012858","SACOS TEJIDOS - CHALECOS","TALMA COLOMBIA","Generada Cotización","Frank Sanchez",22.09,"26/03/2026 14:22","Duplicar Costeo","82392885"
"COS-0012857","ACTUALIZACION UNIFORMES FITNESS MARKET ADMINISTRATIVOS BODYTECH  MARZO 2026","BODYTECH","Generada Cotización","Xiomara Aranda Perea",25.5,"26/03/2026 13:01","Duplicar Costeo","82390698"
"COS-0012856","HH GLOBAL BOLSA","MAXIALIMENTOS","Generada Cotización","Geraldine Ruiz",13.79,"26/03/2026 12:45","Duplicar Costeo","82390056"
"COS-0012855","Muestras Prendas  Nuevas  Punto  De Pago Marzo 2026","PUNTO DE PAGO 1","Generada Cotización","Xiomara Aranda Perea",32.1,"26/03/2026 12:41","Duplicar Costeo","82389885"
"COS-0012854","PRENDAS MENSAJERIA CINECOLOMBIA MARZO 2026","CINECOLOMBIA","Generada Cotización","Xiomara Aranda Perea",23.95,"26/03/2026 11:57","Duplicar Costeo","82388343"
"COS-0012853","DELANTAL DRIL CORRAL  TRADICIONAL NUEVA IMAGEN MARZO 2026","NUTRESA","Generada Cotización","Xiomara Aranda Perea",16.67,"26/03/2026 10:48","Duplicar Costeo","82384719"
"COS-0012852","PEDIDO MANTENIMIENTO ACESA MARZO  2026","AECSA","Generada Cotización","Xiomara Aranda Perea",14.2,"26/03/2026 9:35","Duplicar Costeo","82378771"
"COS-0012851","COTIZACION EVENTO CG MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",22.51,"26/03/2026 9:04","Duplicar Costeo","82376707"
"COS-0012850","PEDIDO SERVICIOS  GENERALES ACESA MARZO  2026","AECSA","Generada Cotización","Xiomara Aranda Perea",13.24,"26/03/2026 8:11","Duplicar Costeo","82375336"
"COS-0012849","Cerveceria Nacional","GBP","Creado","Miguel Gutierrez",25.93,"25/03/2026 20:05","Solicitar Revisión / Aprobado","82355172"
"COS-0012847","PRENDAS COBRE PANAMA MARZO 2026","Molt Panamá (PA)","Generada Cotización","Xiomara Aranda Perea",19.86,"25/03/2026 15:32","Duplicar Costeo","82345418"
"COS-0012846","MESA DE AYUDA","MAXIALIMENTOS","Generada Cotización","Geraldine Ruiz",21.54,"25/03/2026 15:03","Duplicar Costeo","82343994"
"COS-0012845","MESA DE AYUDA","MAXIALIMENTOS","Generada Cotización","Frank Sanchez",20.0,"25/03/2026 14:45","Duplicar Costeo","82342989"
"COS-0012844","CORBATAS  ADMINISTRATIVAS VERDE  AECSA MARZO 2026","AECSA","Generada Cotización","Xiomara Aranda Perea",16.67,"25/03/2026 14:28","Duplicar Costeo","82342262"
"COS-0012843","Prendas  Positiva  2 Marzo 2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",20.0,"25/03/2026 13:25","Duplicar Costeo","82339530"
"COS-0012842","PEDIDO PANTALONES   ASITEX MARZO  2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",12.28,"25/03/2026 12:17","Duplicar Costeo","82337802"
"COS-0012841","PRENDAS  ERAZO VALENCIA MARZO 2026","ERAZO VALENCIA","Generada Cotización","Xiomara Aranda Perea",23.79,"25/03/2026 12:15","Duplicar Costeo","82337772"
"COS-0012840","DOTACIÓN","ZELO","Generada Cotización","Angela Jaramillo",28.57,"25/03/2026 12:00","Duplicar Costeo","82337255"
"COS-0012839","MUESTRA GABACHA NUTRESA CR (PA)","GRUPO NUTRESA","Generada Cotización","Simón Román",10.71,"25/03/2026 11:53","Duplicar Costeo","82336981"
"COS-0012838","COTIZACION GENERAL   PRENDAS  EVENTO CG MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",22.51,"25/03/2026 11:33","Duplicar Costeo","82335962"
"COS-0012837","ACCESORIOS MASIVA / REPOSICIÓN","TALMA COLOMBIA","Creado","Frank Sanchez",40.84,"25/03/2026 8:08","Solicitar Revisión / Aprobado","82324738"
"COS-0012836","Suministro de dotación a nivel nacional (G4S Colombia) 2026","G4S","Creado","Pilar Gómez",20.65,"24/03/2026 23:12","Solicitar Revisión / Aprobado","82288928"
"COS-0012834","3.  Suministro de dotación a nivel nacional (G4S Colombia) 2026","G4S","Generada Cotización","Pilar Gómez",33.33,"24/03/2026 22:17","Duplicar Costeo","82274004"
"COS-0012833","2. Suministro de dotación a nivel nacional (G4S Colombia) 2026","G4S","Generada Cotización","Pilar Gómez",25.87,"24/03/2026 20:31","Duplicar Costeo","82271064"
"COS-0012832","PRENDAS    TERPEL SUNEX  MARZO  2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",19.47,"24/03/2026 14:36","Duplicar Costeo","82253242"
"COS-0012831","Prendas  Positiva  2 Marzo 2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",20.0,"24/03/2026 14:03","Duplicar Costeo","82251969"
"COS-0012831","Propuesta Prendas Operativas  de Bodytech Homologos  2 Marzo  2026","BODYTECH","Generada Cotización","Xiomara Aranda Perea",23.08,"24/03/2026 14:01","Duplicar Costeo","82251818"
"COS-0012830","Fastenal - Ensa (PA)","Molt Panamá (PA)","Creado","Simón Román",20.63,"24/03/2026 12:43","Solicitar Revisión / Aprobado","82249310"
"COS-0012829","Muestras Camibusos Cemex (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",28.57,"24/03/2026 12:16","Duplicar Costeo","82248577"
"COS-0012828","Camibusos Cemex (PA)","Molt Panamá (PA)","Creado","Simón Román",20.0,"24/03/2026 12:11","Solicitar Revisión / Aprobado","82248397"
"COS-0012827","Propuesta Prendas Operativas  de Bodytech La Fayette  2 Marzo  2026","BODYTECH","Generada Cotización","Xiomara Aranda Perea",23.08,"24/03/2026 12:06","Duplicar Costeo","82248177"
"COS-0012826","PRENDAS  TERPEL  SUNEX  MARZO 2026","MAXIALIMENTOS","Creado","Xiomara Aranda Perea","","24/03/2026 11:43","Solicitar Revisión / Aprobado","82247504"
"COS-0012825","COTIZACION  PRENDAS  EVENTO HEC MARZO 2026","NUTRESA","Creado","Luis Guzman",23.07,"20/03/2026 16:03","Solicitar Revisión / Aprobado","82098374"
"COS-0012824","COTIZACION  PRENDAS  EVENTO HEC MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",23.07,"20/03/2026 14:19","Duplicar Costeo","82091982"
"COS-0012823","PEDIDO PANTALONES  CABALLERO ASITEX MARZO  2026","MAXIALIMENTOS","Generada Cotización","Miguel Gutierrez",12.28,"20/03/2026 13:27","Duplicar Costeo","82090344"
"COS-0012822","COTIZACION  PRENDAS  NUEVA IMAGEN  MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",24.45,"20/03/2026 11:05","Duplicar Costeo","82080030"
"COS-0012821","DOTACION GENERAL ABRIL 2026","CREDIMINUTO","Generada Cotización","Pilar Gómez",56.01,"20/03/2026 8:49","Duplicar Costeo","82072353"
"COS-0012820","PEDIDO PANTALONES  CABALLERO ASITEX MARZO  2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",16.67,"20/03/2026 7:53","Duplicar Costeo","82068326"
"COS-0012819","Abrigos JH","Joe Hawkins","Generada Cotización","Simón Román",25.93,"20/03/2026 7:19","Duplicar Costeo","82064923"
"COS-0012818","LINKTIC","MAXIALIMENTOS","Creado","Geraldine Ruiz",16.67,"19/03/2026 18:29","Solicitar Revisión / Aprobado","82030114"
"COS-0012817","HH GLOBAL BOLSA","MAXIALIMENTOS","Generada Cotización","Geraldine Ruiz",14.85,"19/03/2026 15:51","Duplicar Costeo","82021264"
"COS-0012816","DOTACION OPERATIVA WEG MARZO 2026","MAXIALIMENTOS","Creado","Xiomara Aranda Perea",23.12,"19/03/2026 15:13","Solicitar Revisión / Aprobado","82019961"
"COS-0012815","DOTACIÓN BANCO DE LA REPUBLICA","BANCO DE LA REPUBLICA - NIT 860.005.216-7","En Revisión","Frank Sanchez",26.94,"19/03/2026 13:11","Aprobado","82013700"
"COS-0012814","PEDIDIO CALZADO CLINICA PALERMO FINAL","Clínica  Palermo","Generada Cotización","Xiomara Aranda Perea",8.85,"19/03/2026 13:02","Duplicar Costeo","82013448"
"COS-0012813","Chaquetas Bomber Bold Marzo  2026","BOLD","Generada Cotización","Xiomara Aranda Perea",4.76,"19/03/2026 12:30","Duplicar Costeo","82012395"
"COS-0012812","MUESTRAS BANREP / DOTACION","BANCO DE LA REPUBLICA - NIT 860.005.216-7","Creado","Frank Sanchez",23.08,"19/03/2026 10:46","Solicitar Revisión / Aprobado","82008424"
"COS-0012811","PROCESO No GCO-298-2025","KERALTY","Generada Cotización","Paola Manrique",25.93,"19/03/2026 10:44","Duplicar Costeo","82008362"
"COS-0012810","Pedido  Dotación Operativa Servilima Marzo 2026","SERVILIMA S A S","Generada Cotización","Xiomara Aranda Perea",13.69,"19/03/2026 10:41","Duplicar Costeo","82008126"
"COS-0012809","Glidden  (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",24.11,"19/03/2026 9:30","Duplicar Costeo","82003321"
"COS-0012808","Polo Sunsave (PA)","Molt Panamá (PA)","Creado","Simón Román",23.08,"19/03/2026 8:24","Solicitar Revisión / Aprobado","81998234"
"COS-0012807","PEDIDO ACCESORIOS YUNEX MARZO 2026","Yunex","Generada Cotización","Xiomara Aranda Perea",20.0,"19/03/2026 8:21","Duplicar Costeo","81997753"
"COS-0012806","INGRESOS SODIMAC ABRIL","Sodimac","Creado","Paola Manrique",16.67,"19/03/2026 8:04","Solicitar Revisión / Aprobado","81996632"
"COS-0012805","Alianza Comercial Dotacion 2026","Recaudos Bogota","Creado","Paola Manrique",20.0,"18/03/2026 15:52","Solicitar Revisión / Aprobado","81947005"
"COS-0012804","MUESTRA CAMISETAS TIPO POLOS ROJA CORRAL EL GOURMET MARZO 2026","NUTRESA","Generada Cotización","Luis Guzman",9.09,"18/03/2026 15:45","Duplicar Costeo","81946892"
"COS-0012803","Pedido Adicional  Chaquetas Laminadas Zeuss Areas  Marzo  2026","MAXIALIMENTOS","Generada Cotización","Xiomara Aranda Perea",20.0,"18/03/2026 15:09","Duplicar Costeo","81945595"
"COS-0012802","LICITACION PEPSSICO MARZO 2026","Pepsico","Generada Cotización","Xiomara Aranda Perea",15.25,"18/03/2026 8:17","Duplicar Costeo","81928591"
"COS-0012801","2do Pedido Busos Gran América marzo 2026","GRAN AMERICA","Generada Cotización","Luis Guzman",21.26,"17/03/2026 17:56","Duplicar Costeo","81884539"
"COS-0012800","Propuesta Prendas Operativas  de Bodytech Homologos Marzo  2026","BODYTECH","Generada Cotización","Xiomara Aranda Perea",23.08,"17/03/2026 16:01","Duplicar Costeo","81881037"
"COS-0012799","Dotación Chaquetas Rompevientos Tipo 37 Grados","ALPINA","Generada Cotización","Miguel Gutierrez",33.33,"17/03/2026 15:51","Duplicar Costeo","81880325"
"COS-0012798","1. UBPD","SECOP II","Creado","Angela Jaramillo",23.08,"17/03/2026 14:33","Solicitar Revisión / Aprobado","81877652"
"COS-0012797","Actualización  Boutique De Las Carnes Marzo 2026","Boutique de las Carnes","Generada Cotización","Xiomara Aranda Perea",35.76,"17/03/2026 9:14","Duplicar Costeo","81864941"
"COS-0012796","POLO ROJA CREDISMART NOVIEMBRE","CREDIMINUTO","Generada Cotización","Pilar Gómez",42.86,"17/03/2026 1:01","Duplicar Costeo","81828423"
"COS-0012795","LICITACION RIO PAILA CASTILLA FEBRERO 2026","Rio Paila Castilla","Creado","Frank Sanchez",11.93,"16/03/2026 22:56","Solicitar Revisión / Aprobado","81826074"
"COS-0012794","LICITACION RIO PAILA CASTILLA FEBRERO 2026","Rio Paila Castilla","Creado","Frank Sanchez",11.72,"16/03/2026 22:42","Solicitar Revisión / Aprobado","81824620"
"COS-0012793","Conjunto Colimpia (PA)","Molt Panamá (PA)","Generada Cotización","Simón Román",20.0,"16/03/2026 19:50","Duplicar Costeo","81816209"
"COS-0012792","Propuesta Prendas Operativas  de Bodytech La Fayette Marzo  2026","BODYTECH","Generada Cotización","Xiomara Aranda Perea",23.08,"16/03/2026 16:01","Duplicar Costeo","81811358"
"COS-0012791","PRENDAS  CORRAL EL GOURMET   25 AÑOS MARZO  2026","NUTRESA","Generada Cotización","Xiomara Aranda Perea",20.0,"16/03/2026 14:53","Duplicar Costeo","81808726"
"COS-0012790","DOTACION KOKORICO  MARZO  2026","AVESCO S.A.S","Generada Cotización","Xiomara Aranda Perea",20.0,"16/03/2026 14:50","Duplicar Costeo","81808699"
